Iter,MT,Time,Alt,Temp,Humid,Press,aX,aY,aZ,SysTemp
316,242.603,43,33,26.6189,26.3457,998.263,0.94652,0.0722832,0.163126,2.8
317,243.352,44,31,27.1672,27.2478,998.335,0.962149,0.118193,0.137729,-6.6
318,244.1,44,8,27.1621,26.4262,999.141,0.94945,0.043956,0.342857,8.4
319,244.839,45,9,26.9459,26.1588,999.123,0.952381,0.0107448,0.253968,9.3
320,245.679,46,31,26.6592,26.6176,998.296,0.944566,-0.0019536,0.19536,4.2
321,246.425,47,32,26.6541,27.1734,998.29,0.962149,-0.0664224,0.213919,-4.7
322,247.174,47,8,27.1822,26.9992,999.084,0.972894,0.02442,0.230525,15.9
323,247.924,48,9,27.1922,26.6583,999.086,0.974847,-0.019536,0.157265,14
324,248.67,49,32,26.6693,26.8327,998.27,0.966056,-0.0019536,0.210012,2.3
325,249.414,410,31,26.6742,27.1556,998.33,0.978754,0.0126984,0.135775,-4.7
326,250.163,410,10,27.2074,26.3737,999.124,0.972894,0.0175824,0.151404,13.1
327,251.008,411,8,27.2225,27.2313,999.118,0.97387,-0.0263736,0.223687,16.4
328,251.755,412,31,26.6994,26.8722,998.29,0.942613,0.0126984,0.156288,-4.7
329,252.503,413,31,26.7096,26.605,998.356,0.969963,0.0078144,0.186569,-5.6
330,253.254,414,9,27.2375,27.0321,999.122,0.97387,-0.0302808,0.206105,16.4
331,254.003,414,9,27.2426,26.4924,999.15,1.04225,-0.00683761,0.158242,19.2
332,254.749,415,30,26.9057,26.8709,998.333,0.99829,-0.04884,0.180708,-6.1
333,255.498,416,31,26.7195,26.8316,998.283,0.954334,-0.02442,0.173871,-3.8
334,256.345,417,31,27.2525,26.9351,998.313,0.983638,0.0029304,0.165079,3.7
335,257.092,417,9,27.2627,26.2245,999.162,0.99243,-0.0156288,0.151404,14
336,257.842,418,9,27.2627,26.2697,999.157,0.97387,-0.004884,0.162149,13.6
337,258.593,419,32,26.7396,27.0458,998.277,0.950427,-0.00879121,0.142613,2.3
338,259.344,420,32,27.2678,26.0361,998.294,0.966056,-0.0449328,0.162149,-5.2
339,260.092,420,8,27.2777,26.7295,999.082,0.978754,-0.0126984,0.185592,11.7
340,260.941,421,10,27.2928,26.4167,999.147,0.958241,0.0009768,0.193407,9.8
341,261.688,422,34,26.7498,26.4434,998.302,0.938705,-0.0205128,0.194383,3.7
342,262.438,423,32,26.7748,26.4838,998.335,0.961172,0.019536,0.173871,-4.2
343,263.186,423,10,27.308,26.3365,999.053,0.957264,-0.014652,0.178755,15.9
344,263.938,424,10,27.3129,26.2797,999.063,0.981685,-0.0185592,0.171917,10.8
345,264.689,425,32,26.7799,26.8237,998.263,0.94945,0.0039072,0.158242,-3.8
346,265.438,426,32,26.785,26.398,998.321,0.90061,-0.0107448,0.137729,-6.6
347,266.26,427,10,27.3281,26.6659,999.137,0.979731,-0.0273504,0.179731,18.7
348,267.013,427,10,27.333,26.3131,999.093,0.965079,-0.014652,0.133822,15.4
349,267.759,428,31,26.8,26.1871,998.305,0.966056,-0.00976801,0.174847,-4.7
350,268.507,429,27,26.8102,25.7385,998.281,0.99243,-0.0205128,0.151404,4.2
351,269.259,430,10,27.3531,26.2445,999.125,0.993406,-0.0126984,0.209035,9.3
352,270.01,430,9,27.3482,26.0623,999.161,0.987545,0.0029304,0.121123,16.8
353,270.855,431,8,26.8453,25.8405,999.086,0.980708,-0.00879121,0.190476,9.8
354,271.607,432,31,26.8402,26.7082,998.331,0.975824,-0.0029304,0.153358,2.8
355,272.358,433,33,27.3684,26.6758,998.296,0.987545,0.004884,0.140659,3.7
356,273.103,433,9,27.3783,26.1755,999.042,0.986569,-0.0410256,0.299878,9.8
357,273.855,434,11,27.3885,26.2831,999.084,0.972894,-0.0761905,0.169963,16.8
358,274.612,435,34,26.8604,26.5661,998.372,0.966056,-0.0840049,0.167033,-6.6
359,275.366,436,33,26.8654,26.3045,998.281,0.957264,-0.0312576,0.185592,-5.2
360,276.208,437,7,27.3934,25.788,999.144,0.979731,-0.0214896,0.135775,9.8
361,276.954,437,10,27.4135,26.8906,999.138,0.975824,-0.00976801,0.158242,17.8
362,277.702,438,33,26.8754,25.9518,998.242,0.964102,-0.0205128,0.153358,8.4
363,278.45,439,33,26.8855,25.8499,998.304,0.947497,0,0.161172,-4.7
364,279.19,439,9,27.4336,26.6054,999.117,0.952381,-0.014652,0.172894,9.3
365,279.94,440,9,27.4336,26.1792,999.075,0.991453,-0.0263736,0.157265,9.3
366,280.687,441,33,26.9107,25.9741,998.303,0.974847,-0.0078144,0.147497,-5.6
367,281.537,442,24,26.9057,26.9735,998.269,1.00415,-0.0185592,0.156288,2.8
368,282.284,443,9,27.4537,26.8949,999.115,0.968009,-0.02442,0.109402,9.8
369,283.03,443,9,27.4639,26.7472,999.101,0.960195,-0.0136752,0.162149,18.2
370,283.775,444,33,26.9309,26.672,998.274,0.988522,-0.0126984,0.1221,-5.2
371,284.522,445,33,26.9258,26.5301,998.224,0.989499,0.0175824,0.145543,-5.2
372,285.274,446,9,27.4689,26.9001,999.111,0.991453,-0.0126984,0.144566,12.2
373,286.118,446,9,27.4789,26.0527,999.122,0.966056,0.0009768,0.178755,10.3
374,286.865,447,9,27.4891,27.0359,999.157,0.99829,-0.0117216,0.154334,8.4
375,287.611,448,33,26.9559,27.0118,998.239,0.972894,0.004884,0.188523,-3.8
376,288.36,449,32,27.4939,26.8697,998.294,0.975824,0.004884,0.179731,4.2
377,289.104,449,9,27.5141,26.7002,999.11,0.999267,0.0029304,0.196337,16.4
378,289.85,450,10,26.981,27.1642,999.12,0.974847,-0.0420024,0.144566,17.3
379,290.602,451,31,27.1672,26.4261,998.279,0.975824,0.0273504,0.162149,4.2
380,291.448,452,33,26.9861,27.113,998.253,0.968986,-0.0283272,0.209035,3.7
381,292.197,452,8,27.5293,27.2794,999.097,0.968009,-0.0361416,0.166056,17.8
382,292.949,453,9,27.5393,27.4384,999.16,0.99243,0.00683761,0.189499,15
383,293.698,454,32,27.0113,26.8511,998.283,0.99243,0.029304,0.148474,-5.2
384,294.445,455,32,27.0162,27.2825,998.321,0.980708,0,0.154334,4.2
385,295.189,455,8,27.5594,27.4033,999.137,0.982661,0.0566544,0.175824,15.4
386,295.941,456,8,27.5645,26.5505,999.103,0.984615,-0.019536,0.177778,14
387,296.79,457,31,27.0213,26.7599,998.315,0.980708,0.0156288,0.21685,11.2
388,297.538,458,33,27.0363,26.833,998.266,0.971917,0.0175824,0.14945,4.2
389,298.288,459,9,27.5846,26.9537,999.147,0.954334,-0.0205128,0.164102,15.4
390,299.041,459,9,27.5896,26.4645,999.135,1.00415,-0.0420024,0.168987,14
391,299.793,50,32,27.2174,26.4745,998.26,0.97387,0.0009768,0.136752,17.8
392,300.54,51,31,27.2324,27.3495,998.302,0.988522,-0.0156288,0.137729,3.7
393,301.291,52,8,27.6098,26.9814,999.148,0.982661,-0.0029304,0.152381,15.4
394,302.139,52,10,27.6197,26.8392,999.087,0.981685,-0.019536,0.196337,15.4
395,302.89,53,9,27.6248,27.2827,999.102,0.983638,-0.0126984,0.157265,12.2
396,303.638,54,31,27.0766,27.3657,998.304,0.943589,-0.0078144,0.150427,2.3
397,304.389,55,33,27.0867,27.0644,998.342,0.969963,0.00976801,0.190476,-5.6
398,305.144,55,8,27.6299,26.9352,999.11,0.985592,-0.019536,0.186569,19.2
399,305.894,56,9,27.6398,27.1228,999.17,0.985592,0.0058608,0.191453,19.2
400,306.746,57,31,27.1068,27.8022,998.291,0.955311,-0.0058608,0.160195,2.8
401,307.498,58,31,27.127,27.3647,998.269,0.964102,0.0185592,0.189499,4.2
402,308.249,59,9,27.66,27.6394,999.167,0.988522,-0.0302808,0.197314,12.6
403,308.997,59,8,27.6701,27.8949,999.188,0.968009,-0.014652,0.173871,13.1
404,309.748,510,32,27.1369,27.796,998.312,0.982661,-0.0234432,0.150427,4.2
405,310.499,511,32,27.1369,27.6481,998.284,0.971917,-0.0332112,0.169963,4.7
406,311.251,512,9,27.6902,27.0304,999.171,0.983638,0.0039072,0.169963,10.3
407,312.107,512,9,27.6951,27.7751,999.161,0.983638,-0.0058608,0.184615,18.7
408,312.859,513,7,27.1721,27.5986,999.128,0.971917,-0.0380952,0.164102,12.2
409,313.616,514,32,27.1721,27.0788,998.312,0.94945,-0.0205128,0.171917,-4.7
410,314.369,515,32,27.1621,27.5508,998.284,0.97387,-0.0156288,0.160195,-3.3
411,315.125,515,9,27.7152,27.6889,999.11,0.977777,0.0810745,0.167033,19.2
412,315.875,516,9,27.7254,27.8651,999.132,0.985592,-0.0332112,0.205128,13.1
413,316.628,517,31,27.2123,27.7314,998.281,0.962149,0.014652,0.148474,-4.7
414,317.461,518,33,27.1873,28.3059,998.338,0.989499,-0.039072,0.177778,4.2
415,318.21,519,9,27.7404,27.3299,999.165,0.962149,-0.0039072,0.159218,9.8
416,318.955,519,9,27.7555,27.8076,999.137,0.977777,-0.0117216,0.227595,14
417,319.706,520,28,27.2174,27.9934,998.281,0.990476,-0.0351648,0.14652,3.3
418,320.454,521,26,27.2123,27.6582,998.285,0.990476,-0.0166056,0.208059,4.2
419,321.201,521,8,27.7756,27.7844,999.168,0.993406,-0.0126984,0.180708,12.6
420,322.044,522,8,27.7908,27.8523,999.123,0.975824,-0.02442,0.197314,16.8
421,322.793,523,33,27.2324,28.1566,998.261,0.975824,-0.00683761,0.189499,19.6
422,323.544,524,33,27.2426,28.0549,998.288,0.9768,-0.0185592,0.165079,3.7
423,324.291,525,9,27.7908,27.8121,999.139,0.968009,-0.02442,0.17094,13.6
424,325.036,525,8,27.8059,28.1358,999.141,0.972894,-0.019536,0.193407,12.6
425,325.783,526,25,27.2828,27.7539,998.248,0.988522,-0.0117216,0.134798,2.3
426,326.535,527,31,27.2727,27.4342,998.284,0.932845,0.014652,0.123077,-4.2
427,327.374,528,31,27.2928,27.5077,998.271,0.99829,-0.0224664,0.147497,3.7
428,328.125,528,8,27.826,27.8848,999.161,0.968009,-0.0156288,0.145543,8.9
429,328.873,529,9,27.841,27.7653,999.163,0.989499,-0.0410256,0.154334,16.8
430,329.618,530,32,27.308,27.8822,998.585,0.969963,-0.0126984,0.218803,-4.2
431,330.368,531,33,27.5494,27.439,998.265,0.977777,-0.0234432,0.175824,4.7
432,331.115,531,9,27.851,27.1621,999.083,0.9768,-0.0214896,0.193407,15
433,331.954,532,9,27.8713,27.7362,999.069,0.975824,-0.0205128,0.163126,18.7
434,332.704,533,33,27.308,27.5917,998.289,0.997313,0.00683761,0.135775,1.4
435,333.456,534,34,27.323,27.4103,998.264,0.990476,-0.0224664,0.166056,4.2
436,334.202,534,10,27.8863,27.5141,999.059,0.978754,-0.0078144,0.157265,10.3
437,334.952,535,8,27.8863,27.3032,999.137,0.974847,-0.0029304,0.134798,8.9
438,335.701,536,33,27.5443,27.2159,998.248,0.968009,-0.00683761,0.141636,3.7
439,336.451,537,32,27.3482,27.2102,998.256,0.978754,-0.019536,0.181685,-3.8
440,337.291,538,11,27.9014,27.3653,999.149,0.99243,-0.0205128,0.131868,9.8
441,338.039,538,10,27.9164,27.0237,999.108,0.99536,-0.014652,0.151404,12.6
442,338.791,539,34,27.3732,27.2497,998.239,0.982661,-0.019536,0.150427,15.9
443,339.538,540,32,27.3783,27.3687,998.26,0.968009,-0.0166056,0.163126,-6.1
444,340.286,541,9,27.9314,27.1372,999.155,1.01294,-0.0185592,0.140659,13.1
445,341.035,541,10,27.9516,26.6418,999.1,0.997313,-0.02442,0.174847,16.8
446,341.782,542,33,27.4086,27.6464,998.231,0.977777,-0.0253968,0.155311,4.2
447,342.62,543,32,27.4236,26.9985,998.24,1.02466,-0.0156288,0.182662,3.7
448,343.363,544,34,27.9566,26.8788,998.251,1.01685,-0.0136752,0.164102,4.7
449,344.113,544,10,27.9566,26.7608,999.099,0.959218,-0.0078144,0.147497,10.8
450,344.859,545,9,27.4336,27.6424,999.162,0.982661,-0.0136752,0.164102,9.8
451,345.609,546,35,27.4387,27.4011,998.182,0.982661,0.0029304,0.179731,-4.2
452,346.36,547,35,27.9768,27.0547,998.202,0.986569,-0.0107448,0.155311,3.3
453,347.201,547,12,27.9869,26.9251,999.034,0.963125,-0.029304,0.150427,13.1
454,347.949,548,11,27.9869,26.6517,999.055,0.975824,-0.0156288,0.152381,13.6
455,348.7,549,34,27.4639,26.7922,998.228,0.960195,-0.034188,0.165079,-5.2
456,349.449,550,34,27.4689,26.3318,998.165,0.980708,-0.0449328,0.165079,4.2
457,350.198,550,10,28.007,26.4918,999.046,0.975824,-0.0185592,0.141636,19.2
458,350.947,551,12,28.017,26.5541,999.06,0.959218,-0.0332112,0.214896,9.3
459,351.696,552,9,27.484,26.695,999.07,0.985592,-0.029304,0.126007,-2.8
460,352.535,553,33,27.484,26.2286,998.213,0.960195,-0.0136752,0.19536,4.2
461,353.283,554,10,28.0221,26.7871,999.052,0.965079,-0.0322344,0.163126,19.2
462,354.032,554,9,28.0422,26.4165,999.096,0.990476,-0.0547008,0.137729,15.9
463,354.784,555,34,27.499,26.6093,998.226,0.951404,-0.0156288,0.186569,19.6
464,355.532,556,28,27.5191,26.6319,998.195,0.97094,0.00879121,0.159218,-3.8
465,356.282,557,11,28.0623,26.6836,999.056,0.971917,0.00683761,0.161172,16.8
466,357.034,557,10,28.0723,26.1939,999.073,0.985592,-0.0175824,0.206105,18.7
467,357.873,558,11,27.5443,26.2962,999.039,1.01294,-0.0312576,0.140659,15.9
468,358.619,559,27,27.5494,26.1305,998.184,0.97387,-0.0039072,0.155311,4.7
469,359.362,60,35,27.6248,25.9371,998.204,0.99536,-0.0224664,0.126984,-2.8
470,360.111,60,12,28.0924,26.0565,999.007,0.967033,-0.0205128,0.191453,17.3
471,360.855,61,10,27.5494,26.8592,999.071,0.904517,-0.0185592,0.167033,10.3
472,361.601,62,34,27.5645,26.7215,998.202,0.9768,-0.019536,0.188523,4.7
473,362.441,63,32,27.5543,26.0447,998.252,0.966056,-0.0752137,0.153358,-4.7
474,363.189,63,8,28.1176,25.9875,999.111,0.945543,-0.0380952,0.144566,15.9
475,363.935,64,8,28.1227,26.0669,999.155,0.980708,-0.0078144,0.211966,11.7
476,364.682,65,36,27.5996,25.9867,998.272,0.983638,0.0029304,0.206105,-3.3
477,365.433,66,33,27.6047,26.5154,998.237,0.979731,-0.0449328,0.142613,-3.8
478,366.181,66,10,28.1377,26.0666,999.065,0.97094,-0.0039072,0.167033,8.9
479,366.925,67,9,28.1479,26.0206,999.117,0.980708,-0.0009768,0.166056,15
480,367.756,68,34,27.6098,26.1453,998.266,0.982661,0.00879121,0.173871,-6.1
481,368.506,69,33,27.6248,25.6328,998.249,0.989499,-0.0234432,0.239316,-2.8
482,369.253,610,10,28.1629,25.8094,999.064,1.03541,-0.0234432,0.163126,14
483,370,610,12,28.1729,26.3216,999.039,0.988522,-0.0351648,0.177778,10.3
484,370.75,611,35,27.6398,26.4913,998.206,0.974847,-0.0019536,0.141636,4.2
485,371.497,612,32,27.6348,25.7803,998.35,0.997313,-0.0351648,0.210989,4.7
486,372.341,613,8,28.1779,26.2588,998.229,0.968009,-0.0185592,0.172894,4.7
487,373.091,613,9,28.1881,26.3381,999.17,0.958241,-0.0459096,0.209035,11.7
488,373.84,614,9,27.8359,26.3259,999.14,0.969963,-0.0351648,0.14359,16.8
489,374.591,615,30,27.675,26.1207,998.299,0.956288,0.0185592,0.187546,-4.7
490,375.343,616,33,28.2182,25.7966,999.15,0.968986,-0.0253968,0.165079,3.7
491,376.098,616,10,28.2082,26.0127,999.116,0.991453,-0.00683761,0.113309,15.4
492,376.849,617,7,27.6852,25.9387,999.154,0.978754,-0.063492,0.177778,16.4
493,377.695,618,31,27.6852,25.9496,998.456,1.0442,-0.039072,0.177778,4.7
494,378.444,619,24,27.6902,25.8812,998.322,1.02466,-0.0527472,0.21978,4.7
495,379.193,619,8,28.2383,26.3479,999.143,0.982661,-0.0234432,0.136752,17.3
496,379.947,620,9,28.2383,25.7727,999.151,0.985592,0.0019536,0.167033,19.6
497,380.696,621,31,27.7053,26.3924,998.324,0.978754,0.02442,0.204151,3.7
498,381.447,622,33,27.7152,26.1195,998.249,1.00806,-0.0332112,0.16801,3.7
499,382.2,622,9,28.2635,25.8009,999.113,0.979731,0.0029304,0.12503,18.7
500,383.044,623,9,28.2635,26.1823,999.085,0.974847,-0.034188,0.113309,16.8
501,383.797,624,30,27.7506,25.7256,998.63,0.986569,0.00683761,0.16801,11.2
502,384.548,625,32,27.7555,26.4652,998.297,0.97094,-0.02442,0.148474,3.7
503,385.297,626,8,28.2785,26.0788,999.173,0.97094,-0.014652,0.134798,15
504,386.047,626,9,28.2935,26.3524,999.189,0.966056,-0.0429792,0.14652,18.2
505,386.8,627,18,27.7203,26.106,998.368,1.00122,0.0205128,0.142613,14
506,387.551,628,31,27.7605,26.1802,998.378,0.989499,-0.0361416,0.178755,3.7
507,388.401,629,30,27.8611,25.611,998.509,1.05397,-0.0322344,0.138706,4.7
508,389.151,629,7,28.3088,26.0095,999.16,0.977777,-0.014652,0.150427,15
509,389.901,630,7,28.3088,25.6336,999.168,1.00708,-0.0253968,0.166056,11.2
510,390.652,631,30,27.7957,26.4637,998.327,0.955311,-0.058608,0.163126,-5.2
511,391.407,632,31,27.8008,26.3216,998.321,1.01294,-0.0156288,0.176801,4.2
512,392.166,632,9,28.3389,26.5557,999.101,0.934798,0.0039072,0.153358,14
513,393.013,633,7,28.3389,26.5844,999.103,0.97094,0.0058608,0.172894,10.8
514,393.762,634,31,27.9918,25.9624,998.267,0.969963,-0.0625152,0.144566,4.7
515,394.514,635,31,27.8107,26.4355,998.334,0.984615,-0.0351648,0.205128,4.2
516,395.265,636,9,28.3539,25.7861,999.127,0.950427,-0.0156288,0.17094,15.4
517,396.017,636,8,28.3641,25.6321,999.165,0.974847,0.014652,0.148474,19.2
518,396.766,637,31,27.8461,26.2692,998.387,0.979731,0.0136752,0.163126,4.7
519,397.522,638,32,27.851,26.5591,998.345,0.97387,-0.0039072,0.173871,-3.3
520,398.364,639,31,28.3791,26.2633,998.274,0.986569,-0.0185592,0.126007,3.7
521,399.112,639,10,28.3893,26.3211,999.127,0.971917,-0.0263736,0.210012,12.2
522,399.864,640,10,27.8611,25.8927,999.1,0.971917,-0.00683761,0.165079,16.4
523,400.615,641,31,27.8662,26.0579,998.391,0.994383,-0.0156288,0.162149,4.7
524,401.363,642,31,27.8713,25.6538,998.348,0.961172,-0.014652,0.145543,-4.2
525,402.114,642,9,28.4143,25.9782,999.173,1.00024,0.02442,0.141636,11.7
526,402.957,643,9,28.4193,26.5932,999.203,0.962149,0.0371184,0.113309,12.2
527,403.702,644,31,27.8912,25.8976,998.356,0.951404,0.0078144,0.163126,-1.9
528,404.453,645,32,27.8963,26.1538,998.307,0.943589,-0.00683761,0.137729,5.1
529,405.206,646,8,28.4395,25.6528,999.136,0.979731,-0.0322344,0.189499,12.6
530,405.956,646,9,28.4395,26.4957,999.16,0.971917,0.0009768,0.163126,10.3
531,406.704,647,32,27.9064,26.4547,998.325,0.983638,-0.0263736,0.154334,5.1
532,407.455,648,32,27.9164,26.3979,998.278,0.9768,-0.0429792,0.132845,-4.7
533,408.302,649,9,28.4445,25.5665,999.14,0.980708,-0.126984,0.189499,4.2
534,409.049,649,7,28.4646,26.3302,999.1,0.960195,-0.0117216,0.108425,10.3
535,409.793,650,30,27.9314,26.471,998.329,0.975824,0.0019536,0.152381,13.6
536,410.542,651,31,27.9416,25.8054,998.359,0.993406,-0.0429792,0.132845,-3.8
537,411.294,652,8,28.4746,25.6626,999.16,0.971917,-0.0507936,0.179731,11.7
538,412.044,652,7,28.4898,25.8563,999.19,0.983638,0.0107448,0.130891,15.9
539,412.792,653,30,27.9617,25.8391,998.314,0.986569,-0.0263736,0.151404,9.8
540,413.64,654,30,27.9617,25.844,998.377,0.985592,0.0283272,0.121123,4.2
541,414.388,655,22,27.9717,25.777,998.33,0.991453,-0.0058608,0.204151,-1.4
542,415.135,655,8,28.51,26.1691,999.167,0.972894,-0.0253968,0.184615,12.2
543,415.879,656,8,28.51,25.9863,999.153,0.965079,-0.034188,0.144566,15.4
544,416.626,657,31,27.9918,25.7923,998.312,0.978754,-0.0566544,0.135775,15.4
545,417.374,658,30,28.525,26.0429,998.304,0.97387,-0.0224664,0.108425,4.7
546,418.212,659,8,28.525,25.6837,999.214,0.978754,0.00879121,0.17094,15.4
547,418.964,659,8,28.535,25.7518,999.123,0.943589,-0.0185592,0.112332,18.7
548,419.711,70,32,28.198,25.5068,998.301,0.988522,-0.0029304,0.155311,4.2
549,420.457,71,31,28.002,26.1784,998.387,0.968009,0.00976801,0.147497,-4.7
550,421.206,72,7,28.5551,26.0195,999.195,0.968986,-0.019536,0.110378,12.6
551,421.953,72,7,28.5551,25.8765,999.198,0.968009,-0.0039072,0.135775,15.9
552,422.7,73,31,28.0221,25.9904,998.353,0.969963,-0.0468864,0.175824,4.2
553,423.542,74,31,28.032,25.4377,998.317,0.968986,-0.0556776,0.159218,5.1
554,424.298,75,8,28.5752,25.9391,999.165,0.99536,-0.0283272,0.182662,-2.8
555,425.046,75,9,28.5752,25.9155,999.096,0.975824,-0.0605616,0.199267,9.8
556,425.793,76,32,28.0824,25.5452,998.294,0.987545,-0.0117216,0.129914,19.2
557,426.542,77,31,28.0572,25.2431,998.28,0.972894,-0.039072,0.182662,-2.8
558,427.29,78,9,28.5904,25.5275,999.114,1.01783,-0.0039072,0.134798,14
559,428.035,78,8,28.6004,25.1971,999.08,0.97387,-0.0937729,0.128938,16.4
560,428.876,79,9,28.0773,25.1569,999.138,0.981685,-0.0273504,0.184615,16.4
561,429.629,710,32,28.0723,25.3511,998.328,0.967033,0.00683761,0.184615,-3.3
562,430.378,711,30,28.0773,25.1061,998.362,0.955311,-0.0332112,0.124054,-5.2
563,431.131,711,10,28.6154,25.065,999.162,0.986569,0.0263736,0.101587,10.3
564,431.88,712,10,28.6256,25.4694,999.106,0.980708,-0.0078144,0.224664,16.4
565,432.628,713,31,28.1125,25.3784,998.302,0.966056,-0.0107448,0.200244,-1.9
566,433.478,714,32,28.1025,24.6321,998.282,0.982661,-0.0664224,0.158242,4.7
567,434.229,715,10,28.6406,25.2867,999.189,0.97387,-0.029304,0.151404,19.6
568,434.984,715,9,28.6355,24.5795,999.133,0.968009,-0.0205128,0.172894,18.7
569,435.736,716,31,28.1227,25.0474,998.334,0.999267,-0.0175824,0.156288,-4.7
570,436.49,717,30,28.1277,24.8253,998.356,0.966056,0.00879121,0.163126,-2.8
571,437.244,718,8,28.6607,25.161,999.191,0.966056,-0.0302808,0.200244,17.8
572,437.994,718,8,28.6658,25.2175,999.132,0.972894,-0.0263736,0.177778,20.6
573,438.837,719,8,28.1578,25.1716,999.173,1.00122,0.0019536,0.139682,13.1
574,439.584,720,29,28.1479,24.8417,998.341,0.969963,-0.0459096,0.142613,-4.2
575,440.338,721,31,28.6809,24.4417,998.307,0.990476,-0.043956,0.211966,-2.8
576,441.091,721,8,28.6859,24.3843,999.205,0.983638,-0.0185592,0.186569,11.2
577,441.845,722,7,28.1729,25.1543,999.15,0.972894,-0.0263736,0.182662,17.8
578,442.598,723,23,28.1729,24.5732,998.353,0.981685,-0.04884,0.161172,-4.7
579,443.35,724,31,28.7061,24.4464,998.387,0.97387,-0.0273504,0.131868,5.1
580,444.193,724,8,28.7109,25.0452,999.174,0.985592,-0.0107448,0.157265,17.8
581,444.947,725,7,28.7211,25.1985,999.184,0.982661,-0.0156288,0.102564,11.7
582,445.704,726,28,28.193,24.8916,998.363,0.971917,-0.0380952,0.204151,4.7
583,446.456,727,29,28.1881,24.2594,998.371,1.04713,-0.0498168,0.155311,-3.3
584,447.207,728,8,28.7262,25.1126,999.2,0.967033,-0.0156288,0.155311,16.4
585,447.955,728,8,28.7361,24.2797,999.16,0.965079,0,0.162149,16.4
586,448.795,729,34,28.2082,24.9876,998.325,0.987545,-0.0595849,0.0888889,11.7
587,449.552,730,34,28.2131,24.6288,998.298,0.942613,0.0107448,0.217827,-4.2
588,450.303,731,8,28.7463,24.3537,999.16,0.987545,-0.0429792,0.128938,-5.6
589,451.059,731,9,28.7562,24.2106,999.168,0.980708,-0.00879121,0.151404,17.3
590,451.813,732,9,28.2332,24.6397,998.31,0.968009,-0.0029304,0.14652,17.3
591,452.562,733,31,28.2383,24.4346,998.31,0.962149,-0.00683761,0.21685,4.2
592,453.314,734,10,28.7613,23.9476,999.145,0.959218,-0.034188,0.132845,10.8
593,454.168,734,9,28.7715,23.9989,999.103,0.97387,-0.0449328,0.157265,13.1
594,454.919,735,10,28.7814,24.512,999.125,0.989499,0.0312576,0.124054,11.7
595,455.672,736,32,28.2484,24.3351,998.331,0.936752,0.0019536,0.14652,4.2
596,456.426,737,24,28.2533,24.3939,998.279,0.977777,-0.0166056,0.176801,4.2
597,457.18,737,10,28.7865,24.215,999.024,0.968986,-0.0429792,0.181685,12.2
598,457.932,738,9,28.7914,23.6729,999.135,0.986569,-0.0312576,0.205128,13.1
599,458.688,739,32,28.2686,23.4583,998.333,0.99536,0.0009768,0.132845,4.7
600,459.539,740,31,28.2734,24.2847,998.313,0.984615,0.0136752,0.123077,5.1
601,460.294,741,8,28.8166,23.9636,999.117,0.983638,-0.039072,0.185592,16.4
602,461.046,741,8,28.8166,23.5752,999.12,0.968986,-0.043956,0.150427,19.2
603,461.802,742,31,28.2935,23.6057,998.349,0.97094,-0.04884,0.144566,-3.8
604,462.557,743,32,28.2887,24.4152,998.331,0.974847,-0.0214896,0.156288,3.7
605,463.309,744,7,28.8166,23.8885,999.179,0.974847,-0.0507936,0.183639,5.1
606,464.162,744,9,28.8318,23.3462,999.136,0.99829,-0.0283272,0.185592,19.6
607,464.915,745,8,28.8367,23.5686,999.14,0.968009,0.0019536,0.118193,15
608,465.664,746,32,28.3238,23.9472,998.313,0.94652,-0.0117216,0.138706,-3.8
609,466.414,747,32,28.3187,23.7819,998.3,0.980708,-0.0117216,0.14945,4.7
610,467.167,747,9,28.8418,24.036,999.093,0.964102,-0.0459096,0.186569,14
611,467.918,748,8,28.8568,23.4763,999.152,0.983638,-0.014652,0.180708,18.7
612,468.67,749,23,28.3238,22.9762,998.315,0.962149,-0.0283272,0.130891,-5.2
613,469.519,750,32,28.3289,23.2968,998.324,0.944566,0.0224664,0.120146,4.7
614,470.27,751,7,28.8719,24.0809,999.16,0.965079,-0.0214896,0.175824,8.9
615,471.024,751,8,28.8719,23.7096,999.166,0.99243,-0.0322344,0.177778,9.8
616,471.776,752,31,28.3439,23.3017,998.326,0.938705,-0.0507936,0.161172,5.1
617,472.535,753,31,28.3389,23.3981,998.281,0.986569,-0.039072,0.112332,-2.4
618,473.291,754,7,28.882,23.8918,999.156,0.952381,0.00683761,0.186569,15.4
619,474.042,754,7,28.9021,22.8472,999.172,0.967033,-0.0263736,0.158242,13.1
620,474.895,755,8,28.8971,23.0524,999.186,0.969963,-0.0253968,0.135775,16.8
621,475.651,756,31,28.3691,23.4378,998.36,0.975824,-0.0312576,0.167033,-2.8
622,476.401,757,30,28.374,23.5744,998.584,0.982661,-0.0380952,0.157265,5.1
623,477.154,757,7,28.9172,23.7655,999.133,0.984615,-0.0400488,0.152381,16.8
624,477.913,758,8,28.9273,23.3203,999.168,0.962149,-0.0224664,0.134798,17.3
625,478.663,759,32,28.3893,23.8992,998.392,0.983638,-0.0185592,0.148474,4.2
626,479.507,80,30,28.3791,23.6417,998.334,0.978754,-0.0253968,0.147497,-2.8
627,480.257,81,9,28.9273,22.7028,999.024,0.968986,0.0224664,0.130891,12.2
628,481.005,81,9,28.9273,23.0914,999.123,0.972894,-0.0273504,0.153358,19.2
